,architecture,area and gender studies,business,communication and information sciences,education,fine and performing arts,history,interdisciplinary,language and literature,law and legal studies,philosophy and religious studies,social sciences,agriculture,behavioural sciences,biological sciences,ecosystem sciences,engineering,environmental sciences,geosciences,health and medical sciences,mathematical and physical sciences
mathematics and theological studies,9.573858973006198,8.45428981759417,9.4007079647515,8.663127758982231,8.812357041051486,9.048087263469597,8.950195957487649,8.798275482430562,7.348824565265619,8.4131736850302,5.920115748160461,8.026000972071547,9.925146464690995,8.645795088288338,8.717795742534838,9.855881707938837,9.048933090201437,9.258352838375176,8.747459952545169,7.876710402560291,6.764963285139194
electronic & computer engineering,8.513862594162497,9.770992902754411,9.226544141196,7.419793167785952,9.14170194924528,9.475592227941942,10.517013269556106,8.616897593375437,9.583920427212082,9.842241099911908,9.947098426979109,8.654970628881031,10.980456220141026,8.955672202677754,8.744844864838237,10.129085996940796,5.862803142720633,8.582085624821957,9.692046292417377,8.65710509906772,8.011042591171318
medieval and early modern studies,9.762323171102773,8.638690391261804,10.23531583442018,9.627396644619328,10.089599973330918,8.745323415673376,6.8638216955305,9.853539166400136,7.416396174074586,9.4058685320329,7.7770057859613315,9.115168404509165,10.508285946230703,10.063403879242822,10.030207410154329,10.748691317014947,10.03553684399684,9.90615443362809,9.435242482676207,9.265296018612101,9.053730126628858
dutch,11.028203400441717,10.0338385025541,9.715210504803931,10.396157203172665,10.79679065593115,9.975506216167494,8.993798924232529,10.0139012849851,8.855890722650058,10.783569925775982,10.612531992191236,10.206255435966886,10.519398171111344,10.87137861634543,10.530710989216885,10.59604432741427,10.300994589907368,10.240446582002564,10.58102812176069,10.188106511950208,10.392855659569971
earth and planetary sciences,9.83542071863942,10.072425979695517,11.084702179636633,9.33922199895672,11.235610580234251,10.972331866925106,9.764140229033307,9.7736081516043,9.855432741258612,11.220062722066391,10.084234978255811,9.396405029090758,10.804403931106744,10.378316519690472,9.220336200947285,9.177844004313474,10.47813838405314,8.54403534956061,8.268618247484033,9.351747682055006,9.190104952979535
spanish studies and history,10.475957681675506,8.881705162109059,9.957789974113954,9.57062150229301,9.856413175635238,9.197498225248061,7.8603597538697665,10.134186311930295,7.14154005654621,9.314998456350304,8.532344892497353,9.43123160431419,10.500299938139106,10.017797457710786,10.342219295612162,10.213630309377585,10.405328669550789,10.117297982225441,9.491779317664673,9.699402169167044,9.907348414809382
sustainable festival management,11.18884155623242,9.824469829932752,10.09372431571051,10.173865706929398,11.026783149389988,9.556563576520029,9.895209360366616,10.009843886266713,10.20518611789938,10.735826542200016,10.328430765494751,9.96816878705823,10.116767814445664,10.68688736747591,11.272142192331248,9.567190279949084,10.629380000969865,9.236215317887481,10.086959077388173,10.693338563413358,10.838251333479512
education and politics and international relations,10.658507912105511,8.82606179105896,9.968070043157084,8.896289059658843,6.850083995814211,9.784167278571276,9.155850128084118,9.330850920084663,8.338499754473197,9.356492944070686,8.8509260551152,8.799248249867635,10.260209744210254,10.199700154574762,10.71036494129984,10.559268104107701,9.812378634359296,10.353487463873492,8.833013233499283,9.420177364481262,9.833883955387138
biology and climate change,10.734008386408014,8.63152768298344,10.409493253615667,9.281970912920936,10.439848789668986,10.731983711602906,9.386275865068066,9.773371699809399,9.010368905814857,10.613636213637877,9.64502115587876,9.12517852493283,9.15372570626196,9.405258025553808,7.658121056313492,7.595315431391319,10.144462973466446,7.0933189205851495,8.695686832854447,8.295681349831789,8.832540867770666
chinese and history of art/archaeology,9.586012667526091,8.740602276627596,10.344790268384834,10.282129089293859,10.534095746921418,9.05628656893983,7.937044653092338,9.943209045963664,8.082222074956865,10.511435867222053,8.782934155702899,9.91828665665335,11.095212996737992,10.582473616245414,10.505836523512903,10.463229947778727,9.888413569079173,10.228190619067377,9.738583545522092,10.003724806379006,9.94663618392874
celtic studies/english language,10.16107559849307,8.893387653786894,10.574481267209261,9.418343665254268,9.566302682123766,9.078077863223463,9.197105896223237,9.798317404056975,7.077297184772946,10.148282124315145,8.609613304120627,9.219153946492659,10.773588911750874,10.028019339637657,9.848953519611653,10.663630480309333,9.85295029339735,10.239131456570899,9.966222840145566,9.663114171720206,9.38752759500535
asian and middle eastern studies,10.362263753766412,7.3714292421713985,9.895141736823092,9.663427887633375,9.44035999407633,9.158288072809043,8.812669461668976,9.373563975629143,7.8016275378627356,9.761340261269984,8.158120174513591,9.533000117567491,10.376403106387311,10.15510964006321,10.382741479233895,10.164164638214052,10.085659899209869,9.819149903092582,8.838007614385285,9.079215188063355,10.01698072762894
construction engineering management,7.994392747072035,9.63674874372419,8.969113268680845,9.027793006399008,9.952005627469774,9.91254157503384,10.368342849572437,9.440266760266448,9.878047465515325,10.440770404831747,10.067694822402103,9.630940786514914,10.855192657196575,9.683877109037475,10.432479504668436,10.216362086638187,5.60797877068676,9.104211835351464,9.279907554258362,9.914292367494248,9.418240306769919
human neuroscience,10.714813662538296,9.481981043154047,10.84072863580583,9.515651501504257,10.31567565350487,10.7186349188579,10.604370249828882,9.3168673445098,9.692906602159473,11.298232387294835,9.65720710796824,8.640947146442507,11.67653858154628,8.431862694739271,8.164686370533571,10.281231118116297,9.974830315734467,9.576615233645777,9.767568366543232,8.872808575873881,8.879515011526356
creative writing and spanish,10.268046925878874,9.522650097601701,9.957941773109845,9.814491693428103,10.188663207807066,8.168479614883202,10.115131466608014,9.544785431080408,7.306770156190412,10.435287825561778,9.576731524986723,9.932581245025052,11.384654911551841,10.075510309515945,10.494774697591684,10.738044155902474,9.914864388483213,10.402898497133682,10.101212150331644,9.986554885607584,10.270722891232845
documentary photography,10.22240142650789,9.6401098991634,10.125343962715514,9.602359021744993,10.63796552917359,9.268509176460446,9.3126668774065,8.949635916075685,8.985674559849485,10.405822918689415,10.26048687598339,9.829260117122969,10.706063505033246,10.387198782207594,10.159995167281616,10.504788554972412,10.40666751068383,10.066907721233632,9.981472679150912,9.519119430794028,9.814325506267314
early childhood and english literature,10.476386625768573,8.562686945113866,10.454745990548055,9.806137122752997,8.863145910992676,8.874173866104739,7.849201669002568,9.975538816521498,6.610181763304323,9.49908763416001,8.805835221029405,9.786738092063159,10.554021155776853,10.381245061935074,10.376079839123856,10.9825949359147,10.354520429079948,10.425127543374932,9.779257846392397,9.6641588803836,9.70881380696682
mechanical and electrical engineering,8.937705018022534,9.315972146222373,9.367962920097439,8.364744000442775,9.800330705558645,9.173792325624076,9.906372167723296,9.196024689530269,9.390859500703542,9.997206368828031,9.887355028833454,8.812626435806061,10.298117712801876,8.85849431631136,8.994490905777305,9.839130474061347,5.315710402105316,7.878467123936599,9.367550062686247,8.79973179652138,7.039810114730138
creative lighting control,10.737911656526782,10.476254056887438,10.848551861392485,10.689532590272266,11.572342386014128,9.41293216736462,11.438226368903168,10.935203636231236,10.560081164472296,11.583475288570316,11.132949518293279,10.9604037145076,11.94218184749476,11.162976947756189,11.356103851279249,11.413717277997067,10.113419652420765,10.499729703470537,10.887978749532516,11.024809297024973,10.88256898633286
computer science for games development,9.729238291336783,9.651782120770584,9.688268492112675,8.540517925450315,9.799333902729146,9.696524538938897,10.49927220372779,9.213152869981894,9.310225797306023,10.324895465443479,10.121242107990671,9.073235685055732,11.346847091707671,8.886292336211133,9.383973555104228,10.25550526906084,9.037190145082917,9.885650023209527,9.678905066580167,9.21964501104886,8.613286483917578
theatre and performance design,9.86368989927626,9.130182780286077,10.364673958362488,9.729343404355996,10.429135341175913,7.36139530224081,10.45116862588049,9.59008514355786,8.899943512300776,9.975497604614318,10.138926270372824,9.894543458538395,12.231737994006679,9.506082285539632,11.351402895206698,11.415193509608388,10.061147143215427,10.976393691777556,10.054297186828999,10.28941113214857,10.042376408813984
business & management/psychology,9.940761739895402,8.516485953838206,6.189029032905386,7.833065089346577,9.405651896617737,8.780946484392574,9.649805209410731,8.847114667453154,8.972776433911362,9.567942350548819,8.55092037849592,8.50164158345561,9.997399507791226,7.45212438818129,9.40523152639135,9.883408180164134,8.716216456678662,9.101623846616727,9.406966642451087,8.441430479715912,8.914537152617806
childhood and learning support studies,10.35252697271894,7.91601203408749,9.743357723505538,9.011608954574076,6.863823891624723,9.370550588504758,9.560609560758483,8.529792292381565,8.48507264520439,9.235149492209107,9.009288078972228,8.832338578573477,10.563124354417676,9.071712483758507,9.939953583787634,10.139193922041226,9.554440608567447,9.576798617634662,8.965482661413233,8.867392056826128,9.189114203856949
events management and marketing,10.636504229856811,9.33998941556678,8.291748573202348,8.277209498332754,10.418880633712131,9.214616473159273,9.949691217488605,9.62320223234578,9.75730057119357,9.985516788483675,10.083564350730269,9.729447065006898,11.10329905005159,9.452047781762545,10.873588342345254,10.395126277570325,9.945191295081338,10.014853460818925,9.72497325080463,9.765957670850106,10.249294316368927
user experience design,8.958547612425123,9.886619671267875,9.668595042918563,9.430513005232159,10.135274371065043,10.544839238593724,11.43412160429716,9.77167639399721,10.257693591640836,11.334182865350797,10.731839220150313,10.146032790280483,12.043823558803702,9.082271448851667,11.05343633787339,10.827901032193878,9.178131139591418,10.600818696744446,10.182882652286162,10.513354557744767,10.494430507742178
aerospace engineering,8.518533659768437,10.607395545781927,9.969556130282104,9.139710769015203,10.197445227496148,9.979638756579023,10.68681755824619,9.452442631999698,10.178216886078152,10.989995651046005,10.749776351251787,9.81455308035096,11.027049363237875,9.801964116252671,9.589866959728486,10.61380240165996,6.282848911499107,9.02077127731637,9.837079167417691,9.449686053770751,8.90459385449566
human biology and sport & exercise science,10.852701905063833,8.206221898173975,9.685879085167466,8.627511319816396,9.702436480249515,9.501436281767045,9.943148586802664,9.33980993419374,8.992483963595557,9.9521097562482,9.83540452338067,8.525000640255755,9.800723842197499,8.056358229409847,6.940155756169958,8.687733844857,9.290574381590174,8.32334599849786,9.634683096601163,7.478916325495967,7.547151545572649
gbs pearson hnc/hnd in business,10.307792701121377,9.508663949735384,8.16231338621567,8.618029624114515,10.040431619419131,10.820683004272224,10.399642622426494,10.115382170752845,10.002458670301579,10.102785597437625,10.20858307443355,9.712056735111272,10.94645680491086,10.024523297444581,9.717632697948684,10.791391442239235,9.600498367312637,9.766902011450245,9.456270298303494,9.01281650408949,8.838838272715515
education studies - sociology,9.528937647884055,7.265439233319177,8.626150500533832,7.857272046303437,6.487916356345726,8.695368734565964,8.225629596906504,7.727165559046522,7.4695859033511205,8.337325723349785,6.95984355954246,6.798783050633269,9.570529023864253,8.343957644266945,8.882326721708969,9.374025295698525,8.614263167793453,8.749038159913335,8.261055063192599,8.099875510447188,7.73597106838526
finance and business enterprise,9.855073220019543,9.672630696558908,5.660317509469513,8.4713105626102,10.257556368784504,10.174141815134977,10.21557478362057,9.748585602531877,9.72519023249195,10.032913800010665,9.69983098877172,9.285252039380955,9.467167758609579,9.73629610610986,9.83209675077896,10.171684095205428,9.450509488973742,9.674950511270676,10.21864029569278,8.808718167468419,9.505008044168244
english language & creative writing,10.004999590554878,9.105018763076195,9.593950833936233,9.042071022530688,9.521316599288477,7.703656183610836,9.660589307395194,9.180193154374244,6.508029371643955,10.220178016990264,9.35594719636097,9.529366321766386,10.667966704961398,9.728807199608783,10.001166573908431,10.575824950101033,9.170667200686264,9.923804712390949,9.810206703357444,9.49915759280535,9.641488500825838
celtic civilisation/classics,10.23524927694067,9.581678370347166,10.859220206138156,10.41907713895775,10.516383844188791,8.725805503352307,8.384703832780563,10.143501949067575,8.090506002706219,10.35057009715202,9.065659442352414,9.806586575506955,10.905947189097006,10.716857543185952,10.705448043586767,10.778307098120987,10.45549703675456,10.630066116977856,10.18050777032582,10.268275437188725,10.189834634586086
computer science and social policy,9.297567862626574,8.719527864566164,8.744560311380587,7.305883165094705,9.029920422666201,9.976943290894901,9.367426401870315,8.423005806024856,8.729041334446569,9.200499215034489,9.119696255899168,6.233043369416004,10.439318757324923,8.071164861353946,8.89123497812563,9.334682867874259,8.75585996460017,8.62731784437421,8.806900968927073,8.209784407188746,8.663572153697162
human biology and psychology,10.229400743890288,7.704118873861248,9.556199097627356,8.000761442665864,9.157150962892095,9.485595069990937,9.33933776660483,8.610142001265833,8.230444057774372,9.694042951553602,8.30364756590374,7.4814393114310285,10.139830714278604,7.053783849521943,7.022566874161836,8.983104221353432,8.683324321611892,8.201878128215734,8.888466678067704,7.618488887429684,7.509398979209311
public health and community wellbeing,10.326227526206056,8.058732157052575,8.864348008465917,8.951233560462612,9.195894068299012,9.275209163692088,9.36300941014481,9.036275995480699,8.75452450269463,9.48773686896317,8.955866832179236,8.102506753710324,9.654821712616469,9.328529929527203,9.510379187918204,9.657283923342966,10.045218123424647,8.800926296700514,9.273070869775921,7.0286443677081465,9.411974182154662
criminology and mathematics,9.584124770353046,8.30478027428939,8.898925484714272,8.254860945669014,8.119235551120191,8.680477360780353,9.029115510796373,7.91386608219549,8.036395461264313,8.277050448851213,8.369010049728807,7.819494867138142,9.814525643689432,8.379918234871818,8.795914380225938,9.69244286807288,7.978337222400432,8.553765946308326,8.216142662720342,8.124293684177271,6.6613282615885385
history and politics,9.58221848270416,8.670845428884574,9.123778667135975,8.587104364426798,9.45182888976519,9.136033277241149,5.006187330396366,9.274759261351525,7.464641448075372,8.858955290556988,7.871436335320196,8.556113053502187,10.096663839755017,9.770128150673145,9.95089577620319,10.041585201344494,9.764644000569952,9.805362453801948,8.691017314512736,8.967889836207291,9.340094428746756
british sign language and deaf studies,11.018791086593666,8.657002285400948,10.475802209264492,9.213863750316515,10.336535416594371,9.613298475584267,9.671302450568714,10.663052264390329,7.664662959874946,10.085233685593295,9.885016082784745,10.235900509204974,11.501281101890934,9.956208963940242,10.498908103983101,11.313314665636852,10.362611236958454,10.542469499848167,9.5875182942844,10.06745667506882,10.087950189272913
"media, journalism and culture",10.841708797511552,9.271069488877636,9.701706514234317,8.689681588488442,9.820134151694617,8.735212910123899,9.696664138188858,8.995886765744995,7.924477295515059,10.221394780809568,9.515938461503884,8.771782863852007,11.48871671617888,9.996263065856166,10.179781021683484,10.50462119926718,10.721878134027245,10.223409075330824,10.023382702386941,9.050849894967854,10.2355062008687
childhood practice,10.84811569938485,8.687105221206938,9.778222554432244,9.746048799760374,7.886571607948579,9.339273274668809,9.306073845360324,9.376213038489377,9.191464968786969,9.54594181680464,9.441112546880047,9.556860089654096,10.3702674239726,9.078745028367331,10.116068126767582,10.775922901440182,9.92776934529053,10.217571120234735,10.015896728307416,8.893826980930529,9.63532885898917
classics and social anthropology,9.698607396263778,8.465741058309662,9.85300474967643,9.382002488797573,9.60013903229149,8.69851835829289,6.947465729201692,8.867087134514064,6.954121897343998,9.866915224749716,7.882131693196098,7.841830511879857,10.183920657891557,9.478507317128665,9.90375234192399,9.810547523899153,9.922679273722867,9.714796961331714,8.895640537047482,9.438410854648504,9.478975575717788
french and italian and russian,10.983551710308571,9.18548387913699,10.664312405471126,10.409908810943888,10.96958207333409,9.915350102424657,9.161782974853285,10.388915011671227,7.790816104031163,10.659390724193571,9.169591584672743,10.253261790923641,11.354792021705268,10.680653498252102,10.330728039666559,11.320684577505965,10.795548974466213,11.029179685506586,10.115843401419685,9.679488658966012,10.02720542554589
youth & community work,9.926279086290537,7.452823896830757,9.059267998087934,8.984475655370883,8.115067568299304,9.001382785492098,9.502849850552492,8.072694921222524,8.64949285359317,9.790619366393617,9.063710724817899,8.402384921898616,10.277337257718573,9.242863497736296,10.315699243364424,10.139110437294917,9.640518322200007,9.517315831031306,9.257133507461909,9.123021662000772,9.685112562141573
post production for film and television,9.803610888021385,8.663232151973922,9.522399524583932,8.461034284011042,9.617341801372289,8.478155080200864,9.669574698447974,8.796796852592628,8.067402006248054,9.376136137357921,9.706352324674311,8.868320662850813,10.274840276114872,9.441615606873617,9.592782303308308,10.434669582379385,9.194647899995719,9.729610332944208,9.023170836297146,8.965803954644466,9.291847006663653
digital media and society,10.602632579051498,8.957458868340355,9.376995937664413,8.006422593046526,9.939190432942071,8.970402349025536,9.81667058418585,8.86063001119666,8.658394595740516,10.088081487548978,10.021772994550423,7.754439026170177,11.389937950149475,9.549351534129665,9.79053999659036,10.543307102297016,10.258367588112995,9.596912924271766,9.647183613914322,8.775870573894382,9.470520505899122
social care and special educational needs,10.106811826614727,8.167179752192759,9.497413218811722,8.994754306815695,7.69833216562769,8.985284528013633,9.649422942968577,8.618918169650811,8.891050965147095,9.414346157206632,8.982183391938722,7.404347934196511,10.362482008079608,9.3004651900713,10.167947550451892,10.349012803657484,9.469377442134277,9.89563094354465,9.143126061023185,8.229365342637184,9.459164614761223
business & management/ spanish,9.672978513587633,8.970510291587614,6.534218991795857,8.25719099964928,9.881129997402876,9.084401869266875,9.594256925592207,9.16231623083206,7.9448291652141,9.695248017504191,9.06297411786079,9.239005246756841,9.899136993217235,9.145788996908474,9.737765295222584,9.815300879884624,9.104689527494514,9.526855931734328,9.479593735462112,8.956912777436187,9.708207564115611
dance and drama,11.15791805824398,8.728402114422003,10.397846007830537,9.838932901699833,10.289656967928847,7.823098279070305,9.213896676985465,9.929421114324013,7.762484135173071,9.763293780336152,9.317877762497202,9.592519036213863,11.631379008305988,9.64695653256506,10.759647439453593,11.397820825133879,10.62662213674658,11.195897289451068,10.454321936656921,9.960280549774895,9.79502830845657
"international tourism, hospitality and events",10.066102703947891,9.152690411909083,9.072841540220855,9.189071290051363,10.389951301778176,9.51656726271934,9.317256823169304,9.735278133178076,8.99446291197138,10.393510696652646,9.467793704910234,9.529779979438597,10.72901371763124,10.19950979491068,10.676938734118247,9.904016881189815,10.274124341729866,9.867456339954414,9.169440902215827,9.791893556028022,10.070022652581494
"journalism, media and communication and law",11.029092877806624,9.50768762574289,9.494919850550792,7.801530555756345,9.995316679053886,8.898496591699415,9.603598344312667,9.148162660162688,8.051087557966186,8.115685404449996,9.546575914497943,8.86558574639735,11.675467856589144,9.9945267977093,10.426425060806327,10.92072690960612,10.62099743502597,10.172065845226504,10.056690151000117,8.927131357243322,9.847603481107209
modern language,9.472828538690974,9.0091410344345,9.43776581383024,7.980653319576946,9.49420018479846,8.866036123992105,8.2548925405229,8.779392446153187,5.409010094868959,9.966426642621867,8.66170928596031,8.750013217977154,10.450191404930285,9.13214408376486,9.44680531958827,10.642361632351113,9.093715180592435,9.876496655342336,9.383934083708285,8.778466237056122,8.918216715657769
theatre arts,10.197191373225316,8.865472580291124,10.273966371346612,9.788511196415135,10.013654797922788,6.057646652856835,10.035292540627182,9.009682722115494,8.087426754573492,9.643451004491942,9.526021966181128,9.228946916823828,12.046113442847153,9.785612440121444,10.585590290745165,11.135918057297868,10.17965392819578,10.43947315431665,10.460469474855348,9.461463483284739,9.894800950139338
czech and polish,11.293545506524488,9.534218484181652,10.339461020115905,10.232527956959803,10.717068496301797,10.413247274730212,9.449942559919531,10.139199310568277,8.73330063980967,10.500982832559016,10.106245719000295,10.095955093185923,10.88976546340683,10.852392344709395,10.621602584388333,11.182306579218963,10.967822242148989,10.586070073201778,10.092990764114743,9.902798143169433,10.393141918548098
sports therapy and injury rehabilitation,12.1350616471625,10.491109011757757,11.27955156685737,10.499434711779688,10.98696213798568,10.218056732664593,10.97406904404749,10.416905469513457,10.630241737087117,10.5682224316703,11.220411336513918,10.321773902151335,12.321975997395786,9.960931509006233,10.845854794440825,11.916127951294396,10.597347630322364,11.263948080777,11.548636487293962,9.258062930205886,10.124094310434714
greek/latin,10.74347511862871,9.284801680090826,10.684195116751013,10.141681654072931,10.538629469842615,10.29814484670118,9.65459779764084,10.013029046744347,7.580783037982156,10.75947648777092,9.28229294320558,9.753052508410645,10.943971961516553,10.406422723688127,10.036108889376317,11.231217726386584,10.485654971688895,11.054788992727092,10.024364352035205,9.71197300677415,9.609987236079384
canine and feline behaviour and training,11.727860218196767,9.749916855248225,11.297004973742993,9.506480109637307,10.381490465647783,10.767092713113064,11.094207776830263,10.612801697579552,10.11961436501927,10.888247527612538,11.049633343823217,10.09136075776076,10.992451244648203,8.607332496052205,9.63267510560411,10.782150043134077,10.237801733717566,10.798884579002914,10.44502972971944,9.912718287719246,9.708549880961689
conservation biology and music production,11.529676988980617,9.753542699768797,10.759260961699198,9.898248408624802,11.431236950231483,9.191599912242816,10.705755163877864,10.853602349612881,9.508736222731368,10.615588148467696,10.47511599745246,10.038720378649789,10.816613595497598,9.529343811135691,9.174070566693517,9.071591545842447,10.707255884094934,9.137856457518426,10.314155072655584,9.956338139760076,9.930435243781572
children and young peoples health and wellbeing,11.142391411106772,8.10472073605909,9.882817694883702,9.624295269458125,8.508140582188929,9.964576734716905,10.187419721771123,9.800026381261063,9.168967967384393,10.087888405848872,9.33606748410265,9.1671588816041,10.122577903606464,9.586374737635452,10.269322165071172,10.793335183303368,10.604201980423893,9.955232269368322,10.117711195221323,8.073519339217771,9.695414620268817
applied software engineering,8.560986364146427,9.709431062587303,9.46459234620859,8.63626697201259,9.563754107237507,10.201901837021087,10.835121713363353,8.968918777527136,9.492389581353724,10.352693559965461,10.287212582667584,9.571744276076306,10.674634597290215,9.285943475525169,9.520969566233022,10.000153345680578,6.631482976994031,9.424360702431157,9.342836470786507,9.092672196658139,9.57682297994714
fine art - photography,9.741357808939009,8.765161828907539,9.73916484930547,9.686153212067262,10.514196541489742,7.3407801011000675,9.504926248840725,9.435270939508678,8.742116214127075,10.574547837635917,9.759131011295338,9.909052591593529,10.640355140165472,10.168596376836389,9.939241072786656,10.328330862682533,9.54638136058895,9.47754922935152,9.806523814902867,9.167998580441445,9.406724975167123
film and visual effects technology,9.884708645648681,9.145315627205607,9.97517979327549,8.648545106230758,9.97305169920188,8.526474352258665,10.154576042232234,9.295248164298457,8.933973961304778,9.61280765365509,10.157628160062314,9.369858980689196,11.266924198185517,9.117521574140195,9.812929897108365,10.662769616306504,8.5671659035643,9.213004108390844,9.423946434187311,9.192752703678734,8.936040378367093
electrical engineering,8.918403621608597,10.063570321792582,10.018736518240845,8.758920550375285,9.924966720584449,10.006797738011443,10.72385768299186,9.441534964161898,10.366450292669555,10.608537731318595,10.567579613578255,9.405335831663535,10.947789457157265,9.770518077414149,9.619995090041991,10.382363086027876,5.277125362447742,8.346600256654241,9.662355677984388,9.843985415506147,8.394927046047444
computer science and education,9.262576370663515,9.162981268766252,9.466823894821461,7.440827274502631,7.105019367884786,9.558698463893009,10.06166474033836,8.562684142524263,8.999625128951774,10.058292736288243,9.392663064243402,8.186038874279893,10.7730739219498,8.73572864317086,8.77784518630263,9.599489360928946,8.20699845506367,8.936113575141187,8.892655124495795,8.254485173701317,8.140777183493496
forensic investigation and cyber security,10.12267648417216,9.54814417195515,9.932842730883946,8.932390906049351,10.256753818022183,10.330560568770146,9.705839156477484,9.784483987724716,9.476152882794247,9.432789855131226,9.94600111969058,9.550041173464841,11.130118375996535,10.192744905122465,10.075000807978364,10.543045107678257,9.617629178103805,9.865732177771246,9.513771638226185,9.510517153739766,9.90411957953167
sport and management,10.722976826613033,9.219513237541596,8.252253015368863,8.839886961221712,9.692610115758706,8.641020163219816,9.421201166728567,9.211871148462626,9.328185596179727,9.866033086723613,10.138184508386276,9.018063988432546,10.036772979998593,9.23619043753559,9.342948680665064,9.96957350914013,9.066301878255352,9.595390344238275,10.344882427131347,8.390758423706702,9.102077066858703
fine art practice,9.617635778648639,8.693964386018946,9.524371415152789,9.550834884627227,9.525100576756566,5.779298704544253,9.654844321742791,8.867194254533777,8.425536208028454,10.01204135655484,9.407779323521796,9.16077384472323,10.994791191440024,9.190969657828976,9.990752617668656,10.490256047926017,8.5365596675035,9.342476746425039,9.839827287009818,9.252870495523629,9.321342583554852
british sign language & deaf studies,10.938243224354913,8.603718500712189,10.332788689326444,9.007477345524862,10.120960911822632,9.513215291272056,9.603570880521756,10.536890708144789,7.597564558592791,10.009900971522107,9.831799723628492,10.12949275519524,11.412703460316772,9.816521072953542,10.41755900465037,11.231024608362409,10.220905134523276,10.475688901026457,9.495173858174274,9.933551617538175,9.989933116354452
"mass communications, advertising & public relations",9.907435796098365,8.741003213902738,8.406691809695246,6.897388786049557,9.862516858336777,9.296124782214333,9.089200964719025,9.249580581471267,8.37576918258363,9.265321253217074,9.14110026829704,8.527032572561565,10.90748327626248,9.472964349273289,9.861335643926793,10.246236163089538,9.549860815075258,9.30025381517221,8.554720133949171,9.124926386520396,9.65271887440234
veterinary medicine and veterinary surgery,11.832024265588649,10.512562422851948,11.070728529792609,10.532518843340966,11.056106725317564,10.60871997256336,10.976151954911643,10.693680347397923,10.290681437739817,11.030848559101289,10.255757974119673,10.406101322573353,11.375671565845995,10.630183626503253,9.251432191675555,11.06982692055902,10.355071477559347,10.663879110334342,10.997069396866697,8.204727984096174,10.20194514812748
engineering manufacturing management,9.245598495387204,9.889136512761894,8.263343814191355,8.952736873036429,10.04446950634816,9.68264329077738,10.528686888393127,9.665458558786781,9.929971315016553,10.803081114194905,10.66709649574509,9.61634955992446,10.326414519963546,9.331966246858377,9.619909128580998,10.001270712227305,6.078558904030386,8.789239869249958,10.157773572949566,9.593376347823185,9.138850016141129
hungarian and ukrainian,10.83039993981908,9.411403354910542,10.397239707947401,10.1979397469745,10.798931033232405,10.387235608508394,9.099341399831255,10.233468050632794,8.324776280661432,10.668666972435698,9.354100279399049,10.244317503299042,10.396854090714802,10.849951105478706,10.551477933866805,11.026103407693276,10.737723553048582,10.851797025108699,10.418718565561765,9.74041343888696,10.413542377259313
management science,9.207537190783388,8.390024903966289,7.457324736208055,7.1385903932442805,8.794742844460318,9.176491657613537,9.221775438018978,7.787657568682424,8.660816627727156,9.452537800216655,9.060113024132562,7.4476478986797705,9.127615499842756,7.381835804495709,7.868561273358641,8.475897356028662,7.503295389467709,7.435623067989671,8.787551233550868,7.208683542420912,8.081260408754133
footwear design,11.427971349680199,10.011185973657678,11.626069688027114,11.382130824223964,11.911270522510845,11.366059039537673,12.01506223319591,11.232530980641632,10.888666872509503,11.869631485216305,11.66969324875335,11.123165870322655,12.492123918098303,11.03262208220948,11.717987737743671,11.871164710952588,10.696069272308275,11.333931215917474,11.335566457656434,11.21709094415366,10.4127326252358
education and human geography,9.476657261615118,7.486683070804808,10.028468897789244,8.896905785809627,6.594222985584398,9.592276177857112,8.847066901977835,8.90441647236223,8.288876495213938,9.997995325981794,9.089169900865132,8.69842395049836,9.652964802407414,9.585936157320939,9.852490417556373,9.377066696520385,9.4303441829548,9.399505954140123,6.790537979109152,9.293009971613193,9.02849595647516
theology & religious studies/politics,9.386702292537228,8.54212849719334,9.377446111770574,9.085630806285147,9.147811880760807,9.1978225804711,8.716819355746555,9.288932893621881,7.754553629555671,8.593434791003101,4.356505228279155,8.586142009532928,10.350310507681831,9.465502789959022,9.46140164991202,10.041260518974934,9.743163578670751,9.86658874008491,9.133506312047054,8.195754458257184,9.097810962813766
applied criminology/sport & exercise science,9.621026031311354,8.106318255730816,8.981437590246784,8.187293353998575,8.46830882549796,8.146193609705213,9.13219200857735,8.112824181074144,8.53229381516247,8.733005643784379,9.210704816372285,8.163720503614602,9.79997635107756,8.209358681526966,8.362114747235148,9.03132834523018,7.799548549339685,8.178435113858422,8.50643146744149,7.413490740632372,7.315253962248199
fashion atelier and tailoring,10.45175666272221,9.21922535929475,9.6531934587269,10.238542637065477,10.624621979436744,8.928583851932421,10.399274953651572,9.77822533116432,9.305922908594287,10.642794746420899,10.129125154806584,10.025050903446735,10.803126784762803,10.016825056751314,10.625643157349026,10.674176986196187,9.810111087562143,10.277802978628166,10.340873936689881,9.945535943167265,10.174826557716374
international development and languages,9.782414930055593,8.83302753543967,9.71147412175333,8.556628832762062,9.334920786139644,9.687643529484985,9.355174043653383,8.931253336230755,6.779256842636513,10.013630403382347,9.32837403199152,9.22401077161847,10.082841555349132,9.80075762969884,9.781482900748895,9.979079822355713,9.160423180901908,9.651004708314336,8.760876308153128,9.20274661560638,9.689550940887468
